Rettighetsnummer;Rettighetsnavn;Rettighetstype;Rettighetshaver;Organisasjonsnummer;Status;Mottatt;Godkjent;Mineral;Kommunenummer;Kommunenavn;Fylkesnummer;Fylkesnavn;Areal_m2;Årsavgift_nok;Årsavgift_arealgrunnlag;Årsavgift_kalenderår;Årsavgift_sats;Geometri
0128/2023;Gisna 2;UNDERSOEKELSESRETT;GISNA GOLD AS;929456505;Godkjent;2023-01-02;2023-03-02;Gull,Kobber,Platina;5021,5022;Oppdal,Rennebu;50;Trøndelag - Trööndelage;3998745,12;12000;400;4;30;POLYGON ((9.78323184724822 62.7232999157716,9.82230367412373 62.7230765999714,9.82180558597078 62.7051450932932,9.78275741975625 62.7053682383822,9.78323184724822 62.7232999157716))
0129/2023;Gisna 3;UNDERSOEKELSESRETT;GISNA GOLD AS;929456505;Godkjent;2023-01-02;2023-03-02;Gull,Kobber,Platina;5021,5022;Oppdal,Rennebu;50;Trøndelag - Trööndelage;3998625,46;12000;400;4;30;POLYGON ((9.82230367412371 62.7230765999714,9.86137481637204 62.7228424164126,9.86085306889831 62.7049110887506,9.82180558597076 62.7051450932932,9.82230367412371 62.7230765999714))
0096/2023;Østerdalen 21;UNDERSOEKELSESRETT;PLAYFAIR MINING NORWAY AS;827869872;Godkjent;2023-01-06;2023-02-21;Gull,Kobber,Kobolt,Nikkel,Sink,Sølv;3428,3427;Alvdal,Tynset;34;Innlandet - Sisdajve;10011634,48;30000;1000;4;30;POLYGON ((10.4888021287254 62.2206314794776,10.5849231470101 62.219566489767,10.5839826023888 62.201620745999,10.4879185724488 62.2026849309459,10.4888021287254 62.2206314794776))
0099/2023;Østerdalen 3;UNDERSOEKELSESRETT;PLAYFAIR MINING NORWAY AS;827869872;Godkjent;2023-01-06;2023-02-21;Gull,Kobber,Kobolt,Nikkel,Sink,Sølv;3428;Alvdal;34;Innlandet - Sisdajve;10011777,76;30000;1000;4;30;POLYGON ((10.4725476229452 62.2028490261736,10.5686128786714 62.2017954864533,10.5676827092568 62.18384955575,10.4716743673518 62.1849022996919,10.4725476229452 62.2028490261736))
0228/2023;Gautelis 1;UNDERSOEKELSESRETT;Runway Exploration AS;935727286;Godkjent;2023-01-12;2023-04-17;Bly,Gull,Kobber,Sink,Sølv;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;9078000;27240;908;4;30;POLYGON ((17.6883603040939 68.0735269452793,17.736299445096 68.0727394769756,17.7314850938566 68.0320743105318,17.6836300495418 68.0328601734483,17.6883603040939 68.0735269452793))
0229/2023;Gautelis 10;UNDERSOEKELSESRETT;Runway Exploration AS;935727286;Godkjent;2023-01-12;2023-04-17;Bly,Gull,Kobber,Sink,Sølv;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;4;30;POLYGON ((17.8935832404617 68.1777873382254,17.9898756901891 68.1760780897368,17.9869608969325 68.1536857234717,17.8907619972165 68.1553930442779,17.8935832404617 68.1777873382254))
0230/2023;Gautelis 2;UNDERSOEKELSESRETT;Runway Exploration AS;935727286;Godkjent;2023-01-12;2023-04-17;Bly,Gull,Kobber,Sink,Sølv;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;4;30;POLYGON ((17.736299445096 68.0727394769756,17.7842350193781 68.0719381061277,17.7788401275872 68.0271445925129,17.7309971517047 68.027944164147,17.736299445096 68.0727394769756))
0231/2023;Gautelis 3;UNDERSOEKELSESRETT;Runway Exploration AS;935727286;Godkjent;2023-01-12;2023-04-17;Bly,Gull,Kobber,Sink,Sølv;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;4;30;POLYGON ((17.6909733464922 68.095925322037,17.7869409615025 68.0943346940255,17.7842350193781 68.0719381061277,17.6883603040939 68.0735269452793,17.6909733464922 68.095925322037))
0232/2023;Gautelis 4;UNDERSOEKELSESRETT;Runway Exploration AS;935727286;Godkjent;2023-01-12;2023-04-17;Bly,Gull,Kobber,Sink,Sølv;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;4;30;POLYGON ((17.7869409615025 68.0943346940255,17.8349193403516 68.0935185046579,17.829420356263 68.048727050065,17.7815347471652 68.0495414055879,17.7869409615025 68.0943346940255))
0233/2023;Gautelis 5;UNDERSOEKELSESRETT;Runway Exploration AS;935727286;Godkjent;2023-01-12;2023-04-17;Bly,Gull,Kobber,Sink,Sølv;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;4;30;POLYGON ((17.8349193403516 68.0935185046579,17.8828940171845 68.0926884008683,17.87730228588 68.0478988112505,17.829420356263 68.048727050065,17.8349193403516 68.0935185046579))
0234/2023;Gautelis 6;UNDERSOEKELSESRETT;Runway Exploration AS;935727286;Godkjent;2023-01-12;2023-04-17;Bly,Gull,Kobber,Sink,Sølv;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;4;30;POLYGON ((17.8851372889658 68.1106041064617,17.9331453999308 68.1097593296546,17.9274513961055 68.0649718251136,17.8795361644563 68.0658147028828,17.8851372889658 68.1106041064617))
0235/2023;Gautelis 7;UNDERSOEKELSESRETT;Runway Exploration AS;935727286;Godkjent;2023-01-12;2023-04-17;Bly,Gull,Kobber,Sink,Sølv;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;4;30;POLYGON ((17.9331453999308 68.1097593296546,17.9811496752471 68.108900629788,17.9753628154688 68.0641150554413,17.9274513961055 68.0649718251136,17.9331453999308 68.1097593296546))
0236/2023;Gautelis 8;UNDERSOEKELSESRETT;Runway Exploration AS;935727286;Godkjent;2023-01-12;2023-04-17;Bly,Gull,Kobber,Sink,Sølv;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;4;30;POLYGON ((17.8907619972165 68.1553930442779,17.9388633766761 68.1545463610427,17.9331453999308 68.1097593296546,17.8851372889658 68.1106041064617,17.8907619972165 68.1553930442779))
0237/2023;Gautelis 9;UNDERSOEKELSESRETT;Runway Exploration AS;935727286;Godkjent;2023-01-12;2023-04-17;Bly,Gull,Kobber,Sink,Sølv;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;4;30;POLYGON ((17.9388633766761 68.1545463610427,17.9869608969325 68.1536857234717,17.9811496752471 68.108900629788,17.9331453999308 68.1097593296546,17.9388633766761 68.1545463610427))
0123/2023;Feøy 1;UNDERSOEKELSESRETT;QWB LIBERTY COPPER AS;937052235;Godkjent;2023-01-16;2023-02-27;Kobber,Kobolt,Nikkel,Platina;1149;Karmøy;11;Rogaland;8997920,63;27000;900;4;30;POLYGON ((5.13503838214257 59.3998340072055,5.18755872632983 59.4013807549186,5.19057062712348 59.3745806770257,5.13809152498173 59.3730355706799,5.13503838214257 59.3998340072055))
0074/2023;Miillet 1;UNDERSOEKELSESRETT;Norpil AS;992218797;Godkjent;2023-01-24;2023-02-21;Gull,Jern,Kobber,Kobolt,Krom,Nikkel,Platina,Sink,Sølv;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;1002250,09;3030;101;4;30;POLYGON ((23.6424897403591 70.6895925039347,23.6695553189473 70.6892003741819,23.668364939622 70.6802435767733,23.641311395424 70.680635510706,23.6424897403591 70.6895925039347))
0075/2023;Miillet 10;UNDERSOEKELSESRETT;Norpil AS;992218797;Godkjent;2023-01-24;2023-02-21;Gull,Jern,Kobber,Kobolt,Krom,Nikkel,Platina,Sink,Sølv;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;1002268,49;3030;101;4;30;POLYGON ((23.7237408340657 70.7493844722654,23.7508853929073 70.7489802050478,23.7496546665669 70.7400240680768,23.7225222152322 70.7404281328964,23.7237408340657 70.7493844722654))
0076/2023;Miillet 2;UNDERSOEKELSESRETT;Norpil AS;992218797;Godkjent;2023-01-24;2023-02-21;Gull,Jern,Kobber,Kobolt,Krom,Nikkel,Platina,Sink,Sølv;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;1002242,1;3030;101;4;30;POLYGON ((23.6274220894047 70.6987829580569,23.6545003854612 70.698393028825,23.6533161063171 70.6894361310893,23.6262498569312 70.6898258655191,23.6274220894047 70.6987829580569))
0077/2023;Miillet 3;UNDERSOEKELSESRETT;Norpil AS;992218797;Godkjent;2023-01-24;2023-02-21;Gull,Jern,Kobber,Kobolt,Krom,Nikkel,Platina,Sink,Sølv;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;1002252,84;3030;101;4;30;POLYGON ((23.6545003854612 70.698393028825,23.6815775596954 70.697999105456,23.6803812354372 70.6890424045104,23.6533161063171 70.6894361310893,23.6545003854612 70.698393028825))
0078/2023;Miillet 4;UNDERSOEKELSESRETT;Norpil AS;992218797;Godkjent;2023-01-24;2023-02-21;Gull,Jern,Kobber,Kobolt,Krom,Nikkel,Platina,Sink,Sølv;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;1002250,21;3030;101;4;30;POLYGON ((23.652949711476 70.7073894931205,23.6800390561654 70.7069957763821,23.6788428163545 70.69803907304,23.6517655283003 70.6984325930139,23.652949711476 70.7073894931205))
0079/2023;Miillet 5;UNDERSOEKELSESRETT;Norpil AS;992218797;Godkjent;2023-01-24;2023-02-21;Gull,Jern,Kobber,Kobolt,Krom,Nikkel,Platina,Sink,Sølv;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;1002259,56;3030;101;4;30;POLYGON ((23.6811130477115 70.7150299243245,23.7082120818586 70.7146320332811,23.7070027600056 70.7056755446191,23.6799157911239 70.7060732367498,23.6811130477115 70.7150299243245))
0080/2023;Miillet 6;UNDERSOEKELSESRETT;Norpil AS;992218797;Godkjent;2023-01-24;2023-02-21;Gull,Jern,Kobber,Kobolt,Krom,Nikkel,Platina,Sink,Sølv;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;1002256,93;3030;101;4;30;POLYGON ((23.6796002655426 70.7240261833503,23.7067114905187 70.7236284931688,23.7055022298447 70.714672002272,23.6784030816825 70.7150694935624,23.6796002655426 70.7240261833503))
0081/2023;Miillet 7;UNDERSOEKELSESRETT;Norpil AS;992218797;Godkjent;2023-01-24;2023-02-21;Gull,Jern,Kobber,Kobolt,Krom,Nikkel,Platina,Sink,Sølv;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;1002266,26;3030;101;4;30;POLYGON ((23.7077983839223 70.7316714068639,23.7349193152949 70.7312695367435,23.7336969393451 70.7223132628343,23.7065880934325 70.7227149319104,23.7077983839223 70.7316714068639))
0082/2023;Miillet 8;UNDERSOEKELSESRETT;Norpil AS;992218797;Godkjent;2023-01-24;2023-02-21;Gull,Jern,Kobber,Kobolt,Krom,Nikkel,Platina,Sink,Sølv;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;1002263,61;3030;101;4;30;POLYGON ((23.706242189014 70.7406686503496,23.7333753350777 70.7402669873164,23.7321530332157 70.7313107107337,23.7050319841933 70.7317121727465,23.706242189014 70.7406686503496))
0083/2023;Miillet 9;UNDERSOEKELSESRETT;Norpil AS;992218797;Godkjent;2023-01-24;2023-02-21;Gull,Jern,Kobber,Kobolt,Krom,Nikkel,Platina,Sink,Sølv;5603;Hammerfest - Hámmerfeasta;56;Finnmark - Finnmárku - Finmarkku;1002274,33;3030;101;4;30;POLYGON ((23.7333753350776 70.7402669873165,23.7605073209734 70.7398613213644,23.7592729236833 70.7309052477971,23.7321530332157 70.7313107107337,23.7333753350776 70.7402669873165))
0130/2023;Hersjø 4;UNDERSOEKELSESRETT;Capella Minerals Norway AS;922060843;Godkjent;2023-01-27;2023-03-03;Bly,Gull,Kobber,Kobolt,Sink,Sølv;5026;Holtålen;50;Trøndelag - Trööndelage;10007049,04;30000;1000;4;30;POLYGON ((11.0649405500387 62.7345074673851,11.1040440154081 62.7339270703129,11.1008570679325 62.6890790125937,11.0618127283404 62.6896583006886,11.0649405500387 62.7345074673851))
0131/2023;Kongens 6;UNDERSOEKELSESRETT;Capella Minerals Norway AS;922060843;Godkjent;2023-01-27;2023-03-03;Bly,Gull,Kobber,Kobolt,Sink,Sølv;5025;Rosse - Røros;50;Trøndelag - Trööndelage;10004804,89;30000;1000;4;30;POLYGON ((11.3595891940575 62.6765238738825,11.3986082787482 62.6758618325876,11.3949844060319 62.6310224535464,11.3560241381041 62.6316832319383,11.3595891940575 62.6765238738825))
0132/2023;Storhovsbekken 1;UNDERSOEKELSESRETT;Capella Minerals Norway AS;922060843;Godkjent;2023-01-27;2023-03-03;Bly,Gull,Kobber,Kobolt,Sink,Sølv;5026,5025;Holtålen,Rosse - Røros;50;Trøndelag - Trööndelage;9516067,22;28560;952;4;30;POLYGON ((11.141131852465 62.7055307435321,11.2030462660663 62.7045724215619,11.2010453053621 62.6776652665191,11.1391870206391 62.6786224900323,11.141131852465 62.7055307435321))
0224/2023;Arnes B;UNDERSOEKELSESRETT;KINGSROSE NORGE AS;928723720;Godkjent;2023-01-27;2023-03-24;Bly,Gull,Jern,Kobber,Kobolt,Nikkel,Platina,Sink,Sølv;1806;Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;3000000;9000;300;4;30;POLYGON ((16.9196834089581 68.3579168300606,16.9682477980309 68.3573512359711,16.9670850937682 68.3439057548266,16.918549349709 68.3444709631938,16.9196834089581 68.3579168300606))
0225/2023;Sørfjord-A;UNDERSOEKELSESRETT;KINGSROSE NORGE AS;928723720;Godkjent;2023-01-27;2023-03-24;Bly,Gull,Jern,Kobber,Kobolt,Nikkel,Platina,Sink,Sølv;1875,1806;Hábmer - Hamarøy,Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;4;30;POLYGON ((16.530624350949 68.0658806788754,16.6505197495876 68.0647259845642,16.6492390231163 68.0467948930583,16.529436565816 68.0479485486325,16.530624350949 68.0658806788754))
0226/2023;Sørfjord-B;UNDERSOEKELSESRETT;KINGSROSE NORGE AS;928723720;Godkjent;2023-01-27;2023-03-24;Bly,Gull,Jern,Kobber,Kobolt,Nikkel,Platina,Sink,Sølv;1875,1806;Hábmer - Hamarøy,Narvik;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;4;30;POLYGON ((16.5198145785322 68.0839235434439,16.6398043689568 68.0827765174773,16.638530798867 68.0648453692494,16.5186341088907 68.0659913626938,16.5198145785322 68.0839235434439))
0227/2023;Sørfjord-C;UNDERSOEKELSESRETT;KINGSROSE NORGE AS;928723720;Godkjent;2023-01-27;2023-03-24;Bly,Gull,Jern,Kobber,Kobolt,Nikkel,Platina,Sink,Sølv;1875;Hábmer - Hamarøy;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;4;30;POLYGON ((16.5677747526413 68.0475888369077,16.6875730224133 68.046407364689,16.6862647579443 68.0284765707113,16.5665592637299 68.0296569808308,16.5677747526413 68.0475888369077))
0212/2023;Ádjatskáidi 1;UNDERSOEKELSESRETT;OFTEN MINERAL AS;915904483;Godkjent;2023-02-17;2023-03-24;Kobber,Nikkel;5610;Kárášjohka - Karasjok;56;Finnmark - Finnmárku - Finmarkku;10039619,33;30000;1000;4;30;POLYGON ((25.4756461667116 69.6629106254896,25.5400795326686 69.6634580184952,25.542538822268 69.6275993504661,25.4782138966456 69.627053003954,25.4756461667116 69.6629106254896))
0213/2023;Ádjatskáidi 2;UNDERSOEKELSESRETT;OFTEN MINERAL AS;915904483;Godkjent;2023-02-17;2023-03-24;Kobber,Nikkel;5610;Kárášjohka - Karasjok;56;Finnmark - Finnmárku - Finmarkku;8785250,59;26370;879;4;30;POLYGON ((25.5404489913916 69.6580792302145,25.6306386884369 69.6588056705968,25.6320810343025 69.6363931390569,25.5419862543672 69.6356675670803,25.5404489913916 69.6580792302145))
0214/2023;Ádjatskáidi 3;UNDERSOEKELSESRETT;OFTEN MINERAL AS;915904483;Godkjent;2023-02-17;2023-03-24;Kobber,Nikkel;5610;Kárášjohka - Karasjok;56;Finnmark - Finnmárku - Finmarkku;8785336,73;26370;879;4;30;POLYGON ((25.5419862543672 69.6356675670803,25.6320810343025 69.6363931390568,25.6335201367568 69.6139805362806,25.5435200607414 69.6132558308826,25.5419862543672 69.6356675670803))
0243/2023;Oppsal;UNDERSOEKELSESRETT;Kuniko Norge AS;927303663;Godkjent;2023-03-08;2023-04-19;Gull,Kobber,Kobolt,Nikkel,Platina,Sølv;3305;Ringerike;33;Buskerud;4000000;12000;400;4;30;POLYGON ((10.0786424044969 60.1169045616133,10.0966309536159 60.1167567839466,10.0954382448102 60.0808468493329,10.077469250942 60.0809944139068,10.0786424044969 60.1169045616133))
0261/2023;Sulitjelma West 1;UNDERSOEKELSESRETT;VMS Exploration AS;928073343;Godkjent;2023-03-12;2023-04-24;Bly,Gull,Kobber,Kobolt,Sink,Sølv;1841;Fauske - Fuossko;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;4;30;POLYGON ((15.7614629367472 67.1472737468836,15.8768205490205 67.1466828727358,15.8761703265672 67.1287443972675,15.7608982382099 67.1293347566616,15.7614629367472 67.1472737468836))
0262/2023;Sulitjelma West 10;UNDERSOEKELSESRETT;VMS Exploration AS;928073343;Godkjent;2023-03-12;2023-04-24;Bly,Gull,Kobber,Kobolt,Sink,Sølv;1840;Saltdal;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;5000000;15000;500;4;30;POLYGON ((15.5525752467047 67.0943083065592,15.6101313358526 67.0940987084562,15.6096800286222 67.0761590309156,15.5521665075119 67.0763684467411,15.5525752467047 67.0943083065592))
0263/2023;Sulitjelma West 2;UNDERSOEKELSESRETT;VMS Exploration AS;928073343;Godkjent;2023-03-12;2023-04-24;Bly,Gull,Kobber,Kobolt,Sink,Sølv;1841;Fauske - Fuossko;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;4;30;POLYGON ((15.7620285487206 67.1652126941551,15.8774718231945 67.1646213044888,15.8768205490205 67.1466828727358,15.7614629367472 67.1472737468836,15.7620285487206 67.1652126941551))
0264/2023;Sulitjelma West 3;UNDERSOEKELSESRETT;VMS Exploration AS;928073343;Godkjent;2023-03-12;2023-04-24;Bly,Gull,Kobber,Kobolt,Sink,Sølv;1841,1840;Fauske - Fuossko,Saltdal;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;5000000;15000;500;4;30;POLYGON ((15.7839531391231 67.129223335293,15.8415893494044 67.1289302337431,15.8409657904732 67.1109915527478,15.7833722735584 67.1112843991109,15.7839531391231 67.129223335293))
0265/2023;Sulitjelma West 4;UNDERSOEKELSESRETT;VMS Exploration AS;928073343;Godkjent;2023-03-12;2023-04-24;Bly,Gull,Kobber,Kobolt,Sink,Sølv;1841,1840;Fauske - Fuossko,Saltdal;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;4;30;POLYGON ((15.6686764253164 67.1297471878021,15.7839531391231 67.129223335293,15.7833722735584 67.1112843991109,15.6681809565383 67.111807795516,15.6686764253164 67.1297471878021))
0266/2023;Sulitjelma West 5;UNDERSOEKELSESRETT;VMS Exploration AS;928073343;Godkjent;2023-03-12;2023-04-24;Bly,Gull,Kobber,Kobolt,Sink,Sølv;1840;Saltdal;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;4;30;POLYGON ((15.6681809565383 67.111807795516,15.7833722735584 67.1112843991109,15.7827923446861 67.0933454197959,15.6676862867807 67.0938683607725,15.6681809565383 67.111807795516))
0267/2023;Sulitjelma West 6;UNDERSOEKELSESRETT;VMS Exploration AS;928073343;Godkjent;2023-03-12;2023-04-24;Bly,Gull,Kobber,Kobolt,Sink,Sølv;1840;Saltdal;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;4;30;POLYGON ((15.6676862867807 67.0938683607725,15.7827923446861 67.0933454197959,15.7822133503146 67.0754063973287,15.667192414174 67.0759288835508,15.6676862867807 67.0938683607725))
0268/2023;Sulitjelma West 7;UNDERSOEKELSESRETT;VMS Exploration AS;928073343;Godkjent;2023-03-12;2023-04-24;Bly,Gull,Kobber,Kobolt,Sink,Sølv;1840;Saltdal;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;5000000;15000;500;4;30;POLYGON ((15.667192414174 67.0759288835508,15.7247035570919 67.0756780054108,15.7241679858276 67.0577387037259,15.6666993368543 67.0579893638302,15.667192414174 67.0759288835508))
0269/2023;Sulitjelma West 8;UNDERSOEKELSESRETT;VMS Exploration AS;928073343;Godkjent;2023-03-12;2023-04-24;Bly,Gull,Kobber,Kobolt,Sink,Sølv;1841;Fauske - Fuossko;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;4;30;POLYGON ((15.7043047114395 67.1654771596753,15.7620285487206 67.1652126941551,15.7608982382099 67.1293347566616,15.703260004291 67.1295987614347,15.7043047114395 67.1654771596753))
0270/2023;Sulitjelma West 9;UNDERSOEKELSESRETT;VMS Exploration AS;928073343;Godkjent;2023-03-12;2023-04-24;Bly,Gull,Kobber,Kobolt,Sink,Sølv;1840;Saltdal;18;Nordland - Nordlánnda - Nordlánda - Nordlaante;10000000;30000;1000;4;30;POLYGON ((15.5764514088481 67.1301064094317,15.6340923958381 67.1298881315773,15.6331534588208 67.094009059291,15.5755978120808 67.0942269573138,15.5764514088481 67.1301064094317))
0278/2023;Adjit 1;UNDERSOEKELSESRETT;KINGSROSE FINNMARK AS;932589397;Godkjent;2023-03-16;2023-04-28;Bly,Gull,Kobber,Kobolt,Nikkel,Platina,Sink,Sølv;5612;Guovdageaidnu - Kautokeino;56;Finnmark - Finnmárku - Finmarkku;10022595,14;30000;1000;4;30;POLYGON ((22.8022659860839 69.0141707044563,22.8522793638327 69.0136367106499,22.8485123913557 68.9688188113739,22.798600589924 68.9693515623007,22.8022659860839 69.0141707044563))
0279/2023;Adjit 10;UNDERSOEKELSESRETT;KINGSROSE FINNMARK AS;932589397;Godkjent;2023-03-16;2023-04-28;Bly,Gull,Kobber,Kobolt,Nikkel,Platina,Sink,Sølv;5612;Guovdageaidnu - Kautokeino;56;Finnmark - Finnmárku - Finmarkku;10022979,92;30000;1000;4;30;POLYGON ((22.8447618301307 68.9240005799922,22.8945698878342 68.9234545264593,22.8907349545016 68.878637229654,22.8410275759718 68.879182016695,22.8447618301307 68.9240005799922))
0280/2023;Adjit 11;UNDERSOEKELSESRETT;KINGSROSE FINNMARK AS;932589397;Godkjent;2023-03-16;2023-04-28;Bly,Gull,Kobber,Kobolt,Nikkel,Platina,Sink,Sølv;5612;Guovdageaidnu - Kautokeino;56;Finnmark - Finnmárku - Finmarkku;10023214,38;30000;1000;4;30;POLYGON ((22.8945698878342 68.9234545264593,22.9443752662182 68.9228939338247,22.9404396706842 68.8780779371677,22.8907349545016 68.878637229654,22.8945698878342 68.9234545264593))
0281/2023;Adjit 12;UNDERSOEKELSESRETT;KINGSROSE FINNMARK AS;932589397;Godkjent;2023-03-16;2023-04-28;Bly,Gull,Kobber,Kobolt,Nikkel,Platina,Sink,Sølv;5612;Guovdageaidnu - Kautokeino;56;Finnmark - Finnmárku - Finmarkku;10023448,83;30000;1000;4;30;POLYGON ((22.9443752662182 68.9228939338247,22.9941778951035 68.9223188034661,22.9901416547834 68.8775041406053,22.9404396706842 68.8780779371677,22.9443752662182 68.9228939338247))
0282/2023;Adjit 2;UNDERSOEKELSESRETT;KINGSROSE FINNMARK AS;932589397;Godkjent;2023-03-16;2023-04-28;Bly,Gull,Kobber,Kobolt,Nikkel,Platina,Sink,Sølv;5612;Guovdageaidnu - Kautokeino;56;Finnmark - Finnmárku - Finmarkku;10022828,65;30000;1000;4;30;POLYGON ((22.8522793638327 69.0136367106499,22.9022900989828 69.013088108661,22.8984215670006 68.9682714862027,22.8485123913557 68.9688188113739,22.8522793638327 69.0136367106499))
